age,sex,n_s,s_rs,n_v,v_rv,rs_dead,rv_dead,s_dead,sv_dead,v_dead,n_dead,v_sv,s_sv,sv_s,sv_vrs,sv_rs,v_s,s_vrs,vrs_sv,vrs_s,vrs_rv,vrs_dead
98,female,0.0,0.05942216292312712,3.6159365426101404e-05,0.0,0.21181938912508766,0.1629379916346828,0.15967923180198915,0.15967923180198915,0.1629379916346828,0.1629379916346828,0.0,3.6159365426101404e-05,0.0,0.05942216292312712,0.0,0,0,0.0,0,0.0,0.1629379916346828
98,male,0.0,0.048952745687564345,2.7969559071545524e-05,0.0,0.21109270489263657,0.19017360801138428,0.2928673563375318,0.2928673563375318,0.19017360801138428,0.19017360801138428,0.0,2.7969559071545524e-05,0.0,0.048952745687564345,0.0,0,0,0.0,0,0.0,0.19017360801138428
99,female,0.0,0.05944836029281201,0.00014970460390848882,0.0,0.21181760840757063,0.1629366218519774,0.15967788941493785,0.15967788941493785,0.1629366218519774,0.1629366218519774,0.0,0.00014970460390848882,0.0,0.05944836029281201,0.0,0,0,0.0,0,0.0,0.1629366218519774
99,male,0.0,0.048971114252223925,6.77091445542003e-05,0.0,0.2111356143922778,0.19021226521826826,0.2929268884361331,0.2929268884361331,0.19021226521826826,0.19021226521826826,0.0,6.77091445542003e-05,0.0,0.048971114252223925,0.0,0,0,0.0,0,0.0,0.19021226521826826
100,female,0.0,0.059473159466656565,0.0001442570137582968,0.0,0.21181588742320578,0.1629352980178506,0.15967659205749357,0.15967659205749357,0.1629352980178506,0.1629352980178506,0.0,0.0001442570137582968,0.0,0.059473159466656565,0.0,0,0,0.0,0,0.0,0.1629352980178506
100,male,0.0,0.04898892683207136,2.2428740587439152e-05,0.0,0.21117716053310043,0.19024969417396434,0.2929845290279051,0.2929845290279051,0.19024969417396434,0.19024969417396434,0.0,2.2428740587439152e-05,0.0,0.04898892683207136,0.0,0,0,0.0,0,0.0,0.19024969417396434
101,female,0.0,0.059496633985433714,1.0282555609853868e-05,0.0,0.21181418628259285,0.16293398944814835,0.1596753096591854,0.1596753096591854,0.16293398944814835,0.16293398944814835,0.0,1.0282555609853868e-05,0.0,0.059496633985433714,0.0,0,0,0.0,0,0.0,0.16293398944814835
101,male,0.0,0.04900619986486927,0.0,0.09062744905278136,0.21121728199086948,0.19028583963141393,0.29304019303237744,0.29304019303237744,0.19028583963141393,0.19028583963141393,0.0,0.0,0.09062744905278136,0.04900619986486927,0.04900619986486927,0,0,0.0,0,0.09062744905278136,0.19028583963141393
102,female,0.0,0.0595188536354736,4.094068013451626e-05,0.0,0.21181262208578241,0.16293278621983262,0.15967413049543597,0.15967413049543597,0.16293278621983262,0.16293278621983262,0.0,4.094068013451626e-05,0.0,0.0595188536354736,0.0,0,0,0.0,0,0.0,0.16293278621983262
102,male,0.0,0.04902294932603024,0.0,0.04748131800978132,0.21125632802519265,0.1903210162389123,0.2930943650079249,0.2930943650079249,0.1903210162389123,0.1903210162389123,0.0,0.0,0.04748131800978132,0.04902294932603024,0.04748131800978132,0,0,0.0,0,0.04748131800978132,0.1903210162389123
103,female,0.0,0.05953988462835831,3.628670508166849e-05,0.0,0.2118111534390291,0.16293165649156083,0.15967302336172962,0.15967302336172962,0.16293165649156083,0.16293165649156083,0.0,3.628670508166849e-05,0.0,0.05953988462835831,0.0,0,0,0.0,0,0.0,0.16293165649156083
103,male,0.0,0.04903919074017679,0.0,0.04262862833294886,0.21129423688160068,0.19035516836180238,0.29314695927717566,0.29314695927717566,0.19035516836180238,0.19035516836180238,0.0,0.0,0.04262862833294886,0.04903919074017679,0.04262862833294886,0,0,0.0,0,0.04262862833294886,0.19035516836180238
104,female,0.0,0.059559789773280004,3.6782118192061316e-05,0.0,0.21180977413344496,0.16293059548726535,0.15967198357752005,0.15967198357752005,0.16293059548726535,0.16293059548726535,0.0,3.6782118192061316e-05,0.0,0.059559789773280004,0.0,0,0,0.0,0,0.0,0.16293059548726535
104,male,0.0,0.049054939192458895,0.0,0.02904087371314183,0.21133103957974184,0.19038832394571334,0.29319801887639857,0.29319801887639857,0.19038832394571334,0.19038832394571334,0.0,0.0,0.02904087371314183,0.049054939192458895,0.02904087371314183,0,0,0.0,0,0.02904087371314183,0.19038832394571334
105,female,0.0,0.059578628642308375,4.241714598600402e-05,0.0,0.21180847837220038,0.16292959874784643,0.1596710067728895,0.1596710067728895,0.16292959874784643,0.16292959874784643,0.0,4.241714598600402e-05,0.0,0.059578628642308375,0.0,0,0,0.0,0,0.0,0.16292959874784643
105,male,0.0,0.04907020933979238,0.0,0.003021042102257419,0.21136676639601693,0.19042051026668189,0.2932475858106901,0.2932475858106901,0.19042051026668189,0.19042051026668189,0.0,0.0,0.003021042102257419,0.04907020933979238,0.003021042102257419,0,0,0.0,0,0.003021042102257419,0.19042051026668189
106,female,0.0,0.05959645772860695,0.00015165245238004546,0.0,0.211807304385082,0.1629286956808323,0.15967012176721565,0.15967012176721565,0.1629286956808323,0.1629286956808323,0.0,0.00015165245238004546,0.0,0.05959645772860695,0.0,0,0,0.0,0,0.0,0.1629286956808323
106,male,0.0,0.049085015421789134,0.0001038283548088526,0.0,0.2114015830256384,0.19045187659967422,0.2932958899634983,0.2932958899634983,0.19045187659967422,0.19045187659967422,0.0,0.0001038283548088526,0.0,0.049085015421789134,0.0,0,0,0.0,0,0.0,0.19045187659967422
107,female,0.0,0.05961333059782374,7.95833164667143e-05,0.0,0.21180615022492,0.16292780786532307,0.1596692517080166,0.1596692517080166,0.16292780786532307,0.16292780786532307,0.0,7.95833164667143e-05,0.0,0.05961333059782374,0.0,0,0,0.0,0,0.0,0.16292780786532307
107,male,0.0,0.049099371271484386,2.2394857214458565e-05,0.0,0.2114352186494115,0.19048217896343378,0.29334255560368805,0.29334255560368805,0.19048217896343378,0.19048217896343378,0.0,2.2394857214458565e-05,0.0,0.049099371271484386,0.0,0,0,0.0,0,0.0,0.19048217896343378
108,female,0.0,0.059629298032908555,8.705170044815798e-05,0.0,0.21180506190452622,0.1629269706957894,0.1596684312818736,0.1596684312818736,0.1629269706957894,0.1629269706957894,0.0,8.705170044815798e-05,0.0,0.059629298032908555,0.0,0,0,0.0,0,0.0,0.1629269706957894
108,male,0.0,0.04911329032594299,3.0477767481155166e-05,0.0,0.21146785516522248,0.19051158122993014,0.29338783509409244,0.29338783509409244,0.19051158122993014,0.19051158122993014,0.0,3.0477767481155166e-05,0.0,0.04911329032594299,0.0,0,0,0.0,0,0.0,0.19051158122993014
109,female,0.0,0.05964440817247365,9.720224451355976e-05,0.0,1.0,0.8928836926126094,0.8750260187603571,0.8750260187603571,0.8928836926126094,0.8928836926126094,0.0,9.720224451355976e-05,0.0,0.05964440817247365,0.0,0,0,0.0,0,0.0,0.8928836926126094
109,male,0.0,0.049126785636557244,3.9449099719720465e-05,0.0,1.0,0.9477886919203586,1.0,1.0,0.9477886919203586,0.9477886919203586,0.0,3.9449099719720465e-05,0.0,0.049126785636557244,0.0,0,0,0.0,0,0.0,0.9477886919203586
