year,age,sex,smoking,vaping
2021,41,male,0.11595809714191639,0.09110012208874588
2021,42,female,0.10359564545142047,0.06610169700407001
2021,42,male,0.11579255313889818,0.08822367721447007
2021,43,female,0.10611724023896077,0.06390435393374243
2021,43,male,0.11562721455867458,0.08533863087808617
2021,44,female,0.10869277023603921,0.06148073407558588
2021,44,male,0.11546208123457326,0.08244498307959419
2021,45,female,0.11132302503715957,0.058140633489176904
2021,45,male,0.11529715299980114,0.07945737805117331
2021,46,female,0.11188881964972468,0.05301015019123469
2021,46,male,0.11409550861166197,0.07521201592976151
2021,47,female,0.11245712599506363,0.050260031335336575
2021,47,male,0.112904789680165,0.07224439053854133
2021,48,female,0.113027951521102,0.0480460751536225
2021,48,male,0.11172493012206791,0.06916685796576462
2021,49,female,0.11360130365954349,0.046368281646092455
2021,49,male,0.11055586354704174,0.06597941821143141
2021,50,female,0.11417718982538597,0.045226650812746426
2021,50,male,0.10939752327614069,0.06268207127554165
2021,51,female,0.11161048702595519,0.0474413811005141
2021,51,male,0.10917950726420282,0.057893322664126716
2021,52,female,0.1090943776610604,0.04687621654794412
2021,52,male,0.10896187257482998,0.054619061495931605
2021,53,female,0.10662818257332751,0.04659928513576214
2021,53,male,0.10874461875285511,0.05135634321158381
2021,54,female,0.10421121714707826,0.04661058686396819
2021,54,male,0.10852774534279694,0.04810516781108333
2021,55,female,0.10184279213372349,0.047506082217972395
2021,55,male,0.10831125188886252,0.044065480546818234
2021,56,female,0.09866919055759818,0.04914544578146616
2021,56,male,0.1063774361109019,0.03787726446150659
2021,57,female,0.09558395938313344,0.04944294868618947
2021,57,male,0.10447410184468384,0.03435125060215678
2021,58,female,0.0925852890618263,0.04910412668082807
2021,58,male,0.10260091254865351,0.03130480756749333
2021,59,female,0.08967136600729277,0.04812897976538201
2021,59,male,0.1007575301733404,0.028737935357516245
2021,60,female,0.08684037574468156,0.04651750793985124
2021,60,male,0.0989436153946515,0.026650633972225515
2021,61,female,0.08186762273237636,0.04024781245855977
2021,61,male,0.09381874929870844,0.027322877002525246
2021,62,female,0.07715556536113011,0.03807083784506638
2021,62,male,0.08893313061408292,0.025793842789085655
2021,63,female,0.07269324677901888,0.03561111183759169
2021,63,male,0.08427826898066983,0.02454394216157163
2021,64,female,0.06846985986019313,0.032868634436135705
2021,64,male,0.07984569549913155,0.023573175119983164
2021,65,female,0.06447478585621638,0.02930540232718141
2021,65,male,0.07562699751003091,0.022781538829217043
2021,66,female,0.06001893833842655,0.02396261411569043
2021,66,male,0.07101014747346132,0.021600307717101117
2021,67,female,0.05585264929728305,0.020909010168996513
2021,67,male,0.06665482173216633,0.020698413778262183
2021,68,female,0.051959581743239135,0.01826201011107599
2021,68,male,0.06254863916967675,0.019704994614813925
2021,69,female,0.04832398186354985,0.01602161394192886
2021,69,male,0.0586795092109424,0.018620050226756345
2021,70,female,0.04493070807272234,0.014187821661555109
2021,70,male,0.055035664757221825,0.01744358061408944
2021,71,female,0.04210523378299964,0.014679130739742372
2021,71,male,0.05010862749426881,0.015382183727816311
2021,72,female,0.039450100599059304,0.013321228000469233
2021,72,male,0.04560139469046695,0.014162162927292853
2021,73,female,0.036955939111603116,0.0122012700317464
2021,73,male,0.04148187919995035,0.012920366532841121
2021,74,female,0.03461378410888735,0.011319256833573868
2021,74,male,0.0377198023897118,0.01165679454446111
2021,75,female,0.03241507147309039,0.010396498825453595
2021,75,male,0.03428671148338878,0.010038749147269658
2021,76,female,0.029969959797320485,0.008915464127096918
2021,76,male,0.031142083497074282,0.0075526754574016305
2021,77,female,0.0277040052757142,0.008036266897279543
2021,77,male,0.02827742201572153,0.006165484015903083
2021,78,female,0.025604851733247305,0.007243597056065163
2021,78,male,0.02566929009370926,0.0049944453891353135
2021,79,female,0.02366088205069695,0.006537454603453776
2021,79,male,0.023295948791126186,0.00403955957709832
2021,80,female,0.02186119101609197,0.005917839539445385
2021,80,male,0.021137282346501828,0.0033008265797921004
2021,81,female,0.02070119994813197,0.005740835204884406
2021,81,male,0.020495777879790726,0.0038518474654485983
2021,82,female,0.019601526471481508,0.005231666858153315
2021,82,male,0.019873347432756903,0.003356655074618098
2021,83,female,0.018559161946912244,0.0047777218700608744
2021,83,male,0.01926944753824544,0.0029832329870254568
2021,84,female,0.01757123453637339,0.004379000240607085
2021,84,male,0.018683548794610684,0.002731581202670674
2021,85,female,0.016635004383345968,0.003901609503566881
2021,85,male,0.018115135588113104,0.002484975741393629
2021,86,female,0.015747858806284473,0.003097646322602117
2021,86,male,0.017563705815212768,0.0020356192439119633
2021,87,female,0.01490730752690801,0.002617505741440761
2021,87,male,0.017028770605213895,0.0017647814553238953
2021,88,female,0.014110977952077738,0.0021820330585315254
2021,88,male,0.016509854043679172,0.0015169302345222607
2021,89,female,0.013356610525262975,0.0017912282738744133
2021,89,male,0.016006492896999347,0.0012920655815070602
2021,90,female,0.012642054161127824,0.0014450913874694232
2021,90,male,0.015518236338473004,0.001090187496278294
2021,91,female,0.011965261774546758,0.001143622399316555
2021,91,male,0.015044645676221713,0.0009112959788359617
2021,92,female,0.01132428591336623,0.000886821309415809
2021,92,male,0.014585294083237022,0.0007553910291800635
2021,93,female,0.01071727450244802,0.0006746881177671849
2021,93,male,0.014139766329830007,0.0006224726473105992
2021,94,female,0.0101424667049479,0.0005072228243706829
2021,94,male,0.013707658518730277,0.0005125408332275691
2021,95,female,0.00959818890537479,0.000384425429226303
2021,95,male,0.013288577823054043,0.00042559558693097276
2021,96,female,0.009082850817738335,0.0003125304043504881
2021,96,male,0.012882142227343893,0.0003616369084208104
2021,97,female,0.008594941720999866,0.00027790410044716425
2021,97,male,0.01248798027185829,0.0003206647976970822
2021,98,female,0.008133026823086961,0.0002840406333058955
2021,98,male,0.012105730800271377,0.00030267925475978795
2021,99,female,0.007695743753900812,0.0003399148311700039
2021,99,male,0.011735042710924298,0.0003076802796089277
2021,100,female,0.007281799187023066,0.00034758441172174314
2021,100,male,0.011375574711752668,0.00028811618228914454
2021,101,female,0.006889965589212988,0.0002554565143783587
2021,101,male,0.01102699507899992,0.0002117504501971328
2021,102,female,0.006519078096251215,0.00020753505634181192
2021,102,male,0.010688981419808142,0.00017202787612993786
2021,103,female,0.00616803151324146,0.000170411310459166
2021,103,male,0.010361220438767459,0.00014125563325805996
2021,104,female,0.005835777437103853,0.00014408527673042095
2021,104,male,0.010043407708491705,0.00011943372158149907
2021,105,female,0.005521321498680063,0.0001285569551555768
2021,105,male,0.009735247444272132,0.00010656214110025508
2021,106,female,0.0052237207216182,0.00018231976033042103
2021,106,male,0.009436452282855133,0.0001511266660149442
2021,107,female,0.004942080994999814,0.00017810230665093256
2021,107,male,0.009146743065376755,0.00014763077663631385
2021,108,female,0.004675554656511474,0.00017954028691912193
2021,108,male,0.00886584862447556,0.0001488227328089903
2021,109,female,0.004423338182844905,0.00018663370113498914
2021,109,male,0.008593505575600565,0.00015470253453297355
2022,0,female,0.0,0.0
2022,0,male,0.0,0.0
2022,1,female,0.0,0.0
2022,1,male,0.0,0.0
2022,2,female,0.0,0.0
2022,2,male,0.0,0.0
2022,3,female,0.0,0.0
2022,3,male,0.0,0.0
2022,4,female,0.0,0.0
2022,4,male,0.0,0.0
2022,5,female,0.0,0.0
2022,5,male,0.0,0.0
2022,6,female,0.0,0.0
2022,6,male,0.0,0.0
2022,7,female,0.0,0.0
2022,7,male,0.0,0.0
2022,8,female,0.0,0.0
2022,8,male,0.0,0.0
2022,9,female,0.0,0.0
2022,9,male,0.0,0.0
2022,10,female,0.0,0.0
2022,10,male,0.0,0.0
2022,11,female,0.0,0.0
2022,11,male,0.0,0.0
2022,12,female,0.0,0.0
2022,12,male,0.0,0.0
2022,13,female,0.0,0.0
2022,13,male,0.0,0.0
2022,14,female,0.0,0.0
2022,14,male,0.0,0.0
2022,15,female,0.01578012945163034,0.09634400637052673
2022,15,male,0.015511033353033542,0.08117528496724774
2022,16,female,0.025856732953454104,0.12026157443222081
2022,16,male,0.02586415325188508,0.10790680768332427
2022,17,female,0.04209269070577529,0.1391594059871396
2022,17,male,0.042827036568099025,0.1290280108170144
2022,18,female,0.061601493849610334,0.16821758511998433
2022,18,male,0.06522079843466994,0.15975344002588482
2022,19,female,0.08930909168753494,0.2091298935221556
2022,19,male,0.09812361797281582,0.20264637436362304
2022,20,female,0.10052129349128831,0.22387104728425433
2022,20,male,0.11199044690939061,0.22006314444009095
2022,21,female,0.11296650931236094,0.22858522624154068
2022,21,male,0.12753980857722935,0.22853709893093943
2022,22,female,0.1162113319143256,0.2232724303940146
2022,22,male,0.13296491990142079,0.22806823783616847
2022,23,female,0.11953679789277948,0.20793265974167613
2022,23,male,0.13858414155321452,0.21865656115577808
2022,24,female,0.11647383654119293,0.1825659142845253
2022,24,male,0.13819454088468394,0.20030206888976826
2022,25,female,0.11347924375809981,0.1541943188626458
2022,25,male,0.1378058602791131,0.18098827063903977
2022,26,female,0.11281395092267602,0.1241690763726197
2022,26,male,0.14115485763756255,0.1636176427811296
2022,27,female,0.11215206505590274,0.10793576070524136
2022,27,male,0.14457159620292004,0.15369444846177657
2022,28,female,0.11126800510622713,0.0947292551653076
2022,28,male,0.14526850703882468,0.14509703354449313
2022,29,female,0.11039004746903508,0.08454955975281843
2022,29,male,0.14596820409744476,0.13782539802927934
2022,30,female,0.1082253789580185,0.07739667446777382
2022,30,male,0.14154276853964595,0.13187954191613513
2022,31,female,0.10609809557046576,0.0890304503336656
2022,31,male,0.13722994347396283,0.13352255699208404
2022,32,female,0.10458886175418966,0.08516022248619293
2022,32,male,0.13472184547085633,0.12912705673151456
2022,33,female,0.10309862052245121,0.08293132335750619
2022,33,male,0.13225256033066018,0.12550673439723245
2022,34,female,0.10094762585317926,0.08234375294760543
2022,34,male,0.12860778541764595,0.12266158998923768
2022,35,female,0.09883656302063473,0.08325170733684986
2022,35,male,0.12504898240341492,0.12018358270435778
2022,36,female,0.09550677865514606,0.08439616668560691
2022,36,male,0.11927388920544976,0.11642598454415443
2022,37,female,0.09227768704077706,0.08442115785522328
2022,37,male,0.11373083682414493,0.1137326527033015
2022,38,female,0.09234992820019726,0.08385576364119565
2022,38,male,0.11208272453953,0.11088870774187468
2022,39,female,0.09242222015651601,0.08269998404352404
2022,39,male,0.11045551903412627,0.10789414965987398
2022,40,female,0.09249456293643343,0.08095381906220839
2022,40,male,0.10884904113361513,0.10474897845729936
2022,41,female,0.09477451760321956,0.07482862112582944
2022,41,male,0.10869239833904507,0.09987248944106852
2022,42,female,0.09710465876120002,0.07256782121395888
2022,42,male,0.10853595351162405,0.09670401809722876
2022,43,female,0.09948579295467934,0.07004970383681085
2022,43,male,0.1083797064801564,0.0935238966827564
2022,44,female,0.10191872480357844,0.06727426899438534
2022,44,male,0.10822365707336241,0.09033212519765146
2022,45,female,0.10440425611482808,0.06342961467814939
2022,45,male,0.10806780511988062,0.08707254642783108
2022,46,female,0.10493903874165088,0.05751266547012053
2022,46,male,0.10693239923577885,0.0824649155408773
2022,47,female,0.10547623803729618,0.05435794899190444
2022,47,male,0.10580750729290427,0.07920147748629976
2022,48,female,0.10601586161417186,0.051835165575397524
2022,48,male,0.10469306160344462,0.07578469212776884
2022,49,female,0.10655791707424715,0.04994431522059979
2022,49,male,0.10358899428152837,0.07221455946528459
2022,50,female,0.10710241200861552,0.04868539792751122
2022,50,male,0.10249523725985712,0.06849107949884693
2022,51,female,0.10467595662521012,0.05140207049330986
2022,51,male,0.10228939680067535,0.0628862761169443
2022,52,female,0.10229817559690449,0.050819123623036935
2022,52,male,0.10208392270988931,0.05915992151825034
2022,53,female,0.09996837652027699,0.05057416196417182
2022,53,male,0.10187881452418796,0.055432129603428235
2022,54,female,0.09768586377190688,0.05066718551671453
2022,54,male,0.10167407178007788,0.05170290037247795
2022,55,female,0.09544993924779194,0.05178921679860271
2022,55,male,0.10146969401388567,0.04700627905495744
2022,56,female,0.09245504361108296,0.05380737124794934
2022,56,male,0.0996443789891765,0.039788648544618346
2022,57,female,0.08954481523853382,0.054235050877258
2022,57,male,0.09784832344642203,0.035724508721754616
2022,58,female,0.08671743968554253,0.05392852517036204
2022,58,male,0.09608118647974738,0.03225845997944741
2022,59,female,0.08397110469965391,0.052887794127261474
2022,59,male,0.09434262648373642,0.02939050231769673
2022,60,female,0.08130400297662296,0.051112857747956285
2022,60,male,0.09263230136065245,0.027120635736502564
2022,61,female,0.07662167861945109,0.04398236722799419
2022,61,male,0.0878024805815531,0.028368125039515146
2022,62,female,0.07218782222224757,0.04155156502101863
2022,62,male,0.08320139400924709,0.026781163291319715
2022,63,female,0.06799164678364195,0.038792829900207916
2022,63,male,0.07882058314924624,0.025535653959623646
2022,64,female,0.06402255780862479,0.03570616186556201
2022,64,male,0.07465165344853862,0.02463159704442694
2022,65,female,0.060270185526953186,0.031621943304546755
2022,65,male,0.07068630420047414,0.023992129088193495
2022,66,female,0.05608749651154732,0.025463453621815887
2022,66,male,0.06634942240960319,0.02303814215816197
2022,67,female,0.05217896419488372,0.022004461887891562
2022,67,male,0.06226079856051919,0.022235794903390952
2022,68,female,0.04852879992708749,0.019062804597617576
2022,68,male,0.05840836446550795,0.021300362874153256
2022,69,female,0.0451218258673695,0.016638481750993923
2022,69,male,0.05478037753763202,0.020231846070448888
2022,70,female,0.041943495059111637,0.014731493348020604
2022,70,male,0.05136544679958422,0.019030244492277845
2022,71,female,0.039298142605485434,0.0158797625717651
2022,71,male,0.04675072802814883,0.016657704929279222
2022,72,female,0.03681322018813133,0.014561214804124551
2022,72,male,0.04253201165679922,0.015372413487513014
2022,73,female,0.03447978643599193,0.013536887354150384
2022,73,male,0.03867853928965142,0.014045277113949227
2022,74,female,0.032289300815550495,0.012806780221842597
2022,74,male,0.03516137680781613,0.012676295808587857
2022,75,female,0.03023361820387626,0.012157866837015316
2022,75,male,0.03195341034942261,0.010912767419216419
2022,76,female,0.02794830347276664,0.011102623624009118
2022,76,male,0.02901635262174997,0.0082100095919511
2022,77,female,0.02583113104561177,0.010419182835892743
2022,77,male,0.026341913938056315,0.006701922977956153
2022,78,female,0.023870402660723388,0.009751785797553246
2022,78,male,0.02390790891338501,0.005428837913973415
2022,79,female,0.0220551350960828,0.009100432508990619
2022,79,male,0.02169379607478827,0.004390754400002885
2022,80,female,0.02037503134936,0.008465122970204866
2022,80,male,0.01968059802275085,0.0035876724360445634
2022,81,female,0.01929234301970763,0.007793485576246759
2022,81,male,0.019082441251721222,0.00418682790414932
2022,82,female,0.018266113836788528,0.007199471731291542
2022,82,male,0.018502121272084424,0.00364852075326142
2022,83,female,0.017293510875502995,0.006626105733251593
2022,83,male,0.017939126767983475,0.00324260100890873
2022,84,female,0.016371831790862407,0.0060733875821269104
2022,84,male,0.017392959846085996,0.0029690686710912503
2022,85,female,0.015498500019469902,0.005376105969564832
2022,85,male,0.016863135758428047,0.0027010398367787805
2022,86,female,0.014671060021601874,0.004223503366112704
2022,86,male,0.016349182626152998,0.0022126321964473375
2022,87,female,0.01388717258180405,0.0035369176710448548
2022,87,male,0.01585064116452139,0.0019182564797882965
2022,88,female,0.013144610183258892,0.002915784808430526
2022,88,male,0.015367064409537029,0.001648864264645457
2022,89,female,0.0124412524687833,0.0023601047782697213
2022,89,male,0.014898017446504546,0.0014044555510188215
2022,90,female,0.0117750817991634,0.001869877580562438
2022,90,male,0.01444307714080749,0.0011850303389083884
2022,91,female,0.011144178917603217,0.0014451032153086777
2022,91,male,0.014001831871169497,0.0009905886283141587
2022,92,female,0.010546718727343014,0.0010857816825084392
2022,92,male,0.013573881265636242,0.0008211304192361317
2022,93,female,0.009980966187973585,0.0007919129821617227
2022,93,male,0.013158835940493356,0.0006766557116743073
2022,94,female,0.009445272334614986,0.0005634971142685288
2022,94,male,0.012756317242314966,0.0005571645056286862
2022,95,female,0.008938070422934522,0.00040053407882885704
2022,95,male,0.012365956993313495,0.00046265680109926785
2022,96,female,0.008457872201927794,0.00031785203280318625
2022,96,male,0.011987397240147106,0.0003931325980860523
2022,97,female,0.00800326431546891,0.00028302451069883033
2022,97,male,0.011620290006319759,0.00034859189658903976
2022,98,female,0.007572904832837609,0.0003043619672309751
2022,98,male,0.011264297048293374,0.00032903469660823005
2022,99,female,0.007165519907741902,0.0004032102616053924
2022,99,male,0.010919089615417031,0.0003344609981436233
2022,100,female,0.006779900564759927,0.0004312507209450146
2022,100,male,0.010584348213759684,0.00031318820188933093
2022,101,female,0.006414899611623597,0.00031694691211860306
2022,101,male,0.010259762373925735,0.00023017708418731546
2022,102,female,0.006069428675335004,0.00025749038118665427
2022,102,male,0.00994503042291272,0.0001869978311246204
2022,103,female,0.00574245535975331,0.00021143065688323232
2022,103,male,0.009639859260063891,0.00015354777171951097
2022,104,female,0.0054330005219937185,0.00017876773920833745
2022,104,male,0.00934396413715665,0.0001298269059719871
2022,105,female,0.00514013566474024,0.0001595016281619696
2022,105,male,0.009057068442653955,0.00011583523388204878
2022,106,female,0.004862980441384651,0.00022620556455782488
2022,106,male,0.00877890349014164,0.00016427778686602828
2022,107,female,0.004600700270755839,0.00022097293651555347
2022,107,male,0.0085092083109629,0.0001604776833806972
2022,108,female,0.004352504058094564,0.00022275704997533027
2022,108,male,0.008247729451052522,0.00016177336419766978
2022,109,female,0.004117642018852215,0.00023155790493715529
2022,109,male,0.007994220771968527,0.000168164829316946
2023,0,female,0.0,0.0
2023,0,male,0.0,0.0
2023,1,female,0.0,0.0
2023,1,male,0.0,0.0
2023,2,female,0.0,0.0
2023,2,male,0.0,0.0
2023,3,female,0.0,0.0
2023,3,male,0.0,0.0
2023,4,female,0.0,0.0
2023,4,male,0.0,0.0
2023,5,female,0.0,0.0
2023,5,male,0.0,0.0
2023,6,female,0.0,0.0
2023,6,male,0.0,0.0
2023,7,female,0.0,0.0
2023,7,male,0.0,0.0
2023,8,female,0.0,0.0
2023,8,male,0.0,0.0
2023,9,female,0.0,0.0
2023,9,male,0.0,0.0
2023,10,female,0.0,0.0
2023,10,male,0.0,0.0
2023,11,female,0.0,0.0
2023,11,male,0.0,0.0
2023,12,female,0.0,0.0
2023,12,male,0.0,0.0
2023,13,female,0.0,0.0
2023,13,male,0.0,0.0
2023,14,female,0.0,0.0
2023,14,male,0.0,0.0
2023,15,female,0.014701157040157503,0.11381060648643006
2023,15,male,0.014436365886079572,0.09535076660382291
2023,16,female,0.024105643782325062,0.13886923154914355
2023,16,male,0.024089731500967413,0.12367036490691719
2023,17,female,0.03928640145949284,0.15866863900610234
2023,17,male,0.03993657867331737,0.14604634381306575
2023,18,female,0.057572738545844486,0.18935585132483243
2023,18,male,0.06091513924958656,0.17876056532458448
2023,19,female,0.08362974392608405,0.23261257619757947
2023,19,male,0.0918592767827641,0.2244660458111723
2023,20,female,0.09420269296392784,0.24792655360122734
2023,20,male,0.1049438413392483,0.242829679447055
2023,21,female,0.10595777583451071,0.2524214596623285
2023,21,male,0.11964663800994806,0.25150796373213047
2023,22,female,0.10902602533656167,0.24609729438088282
2023,22,male,0.12478402121923887,0.2505008986663986
2023,23,female,0.11217197558111981,0.22895405775689043
2023,23,male,0.1301093919018273,0.23980848424985934
2023,24,female,0.10927430618974657,0.20099174979035123
2023,24,male,0.12974002789546882,0.2194307204825128
2023,25,female,0.10644251622348871,0.16964105957303321
2023,25,male,0.12937155652037008,0.19788431236473344
2023,26,female,0.10581355347413605,0.13612985745289186
2023,26,male,0.13254709197076286,0.17811823592282267
2023,27,female,0.10518786972992684,0.118009187474573
2023,27,male,0.13578841669309535,0.16685880091853217
2023,28,female,0.10435225416032276,0.10326462264434108
2023,28,male,0.13644974159777262,0.15713372534649503
2023,29,female,0.10352250876497719,0.09189616296219608
2023,29,male,0.13711377631832913,0.14894300920671122
2023,30,female,0.10147714627662786,0.08390380842813802
2023,30,male,0.132915008556757,0.1422866524991807
2023,31,female,0.09946771154043198,0.09686291239571065
2023,31,male,0.12882562157017163,0.1444642700365907
2023,32,female,0.09804244965509032,0.092532596139621
2023,32,male,0.12644861390418421,0.13959318343529226
2023,33,female,0.09663541867630138,0.09003329902251556
2023,33,male,0.12410921701540521,0.13561473188710985
2023,34,female,0.09460504539310474,0.08936502104439431
2023,34,male,0.12065766065441504,0.13252891539204342
2023,35,female,0.09261295812934495,0.09036095783210742
2023,35,male,0.11728924039742936,0.1298726256741373
2023,36,female,0.08947202849753572,0.09161120033644068
2023,36,male,0.1118267102695033,0.12582662171894246
2023,37,female,0.08642747596526092,0.09162489360310995
2023,37,male,0.10658786757673844,0.12292058558749029
2023,38,female,0.08649557360302092,0.09098274548080358
2023,38,male,0.10503099946822202,0.1198475893269803
2023,39,female,0.08656371981204056,0.08968475596952155
2023,39,male,0.10349423737358439,0.1166076329374125
2023,40,female,0.0866319146189505,0.08773092506926383
2023,40,male,0.10197739835426506,0.11320071641878687
2023,41,female,0.08878149495101695,0.08090935737142482
2023,41,male,0.10182951444849718,0.10789268467175964
2023,42,female,0.0909790995671878,0.07838439673209152
2023,42,male,0.10168182071604802,0.10445675428611181
2023,43,female,0.09322553609246875,0.07557387122322043
2023,43,male,0.10153431698276716,0.10100631696695286
2023,44,female,0.09552161241257466,0.07247778084481155
2023,44,male,0.10138700307445561,0.09754137271428281
2023,45,female,0.0978681358902952,0.06817276024041104
2023,45,male,0.10123987881686823,0.09403363308373716
2023,46,female,0.09837311642763125,0.06153794355170841
2023,46,male,0.10016815359456942,0.0890962553047063
2023,47,female,0.09888041697283516,0.05801432686980349
2023,47,male,0.09910652260674414,0.08556205331483388
2023,48,female,0.09939004523395711,0.05521038574301601
2023,48,male,0.09805491720339585,0.08183375788188002
2023,49,female,0.09990200891379733,0.05312612017134599
2023,49,male,0.09701326863421127,0.07791136900584472
2023,50,female,0.10041631570951728,0.0517615301547934
2023,50,male,0.0959815080633748,0.07379488668672793
2023,51,female,0.0981246904970259,0.05494025773152036
2023,51,male,0.09578735294299691,0.06743286567482959
2023,52,female,0.09587978900355731,0.054342730115196164
2023,52,male,0.0955935490371846,0.06328889013982683
2023,53,female,0.09368091164309192,0.054128733698986145
2023,53,male,0.0954000958785485,0.059131167996881104
2023,54,female,0.09152735760802169,0.05429826848289033
2023,54,male,0.09520699299963448,0.05495969924599238
2023,55,female,0.08941842552441462,0.05562929969495206
2023,55,male,0.09501423993292535,0.0496540663802386
2023,56,female,0.08659466115781847,0.0579964332944678
2023,56,male,0.09329299344181927,0.04148168707712936
2023,57,female,0.08385185755171545,0.058544986241119645
2023,57,male,0.09159977238673526,0.03691933213593379
2023,58,female,0.08118820768053266,0.0582699102920179
2023,58,male,0.08993423429465276,0.03306569553677336
2023,59,female,0.07860191214669165,0.057171205447162574
2023,59,male,0.08829603670819128,0.029920777279648068
2023,60,female,0.07609118156315238,0.05524887170655366
2023,60,male,0.08668483736758363,0.0274845773645579
2023,61,female,0.07168564014081125,0.04733434490615812
2023,61,male,0.08213704471362372,0.029274004236847954
2023,62,female,0.06751653160518577,0.04467351190837751
2023,62,male,0.0778075189859251,0.027636883476976185
2023,63,female,0.0635732861537609,0.041643429282011056
2023,63,male,0.07368788543751044,0.026399302294713614
2023,64,female,0.05984556211804104,0.03824409702705875
2023,64,male,0.06976986974377201,0.025561260690060233
2023,65,female,0.05632327229482744,0.03368328388511218
2023,65,male,0.06604532335108369,0.025068078501336452
2023,66,female,0.05239922172164158,0.02677714953373815
2023,66,male,0.06197419498737771,0.02433254792948239
2023,67,female,0.04873444164370026,0.02294892234412386
2023,67,male,0.058138395236374325,0.023627059063592012
2023,68,female,0.045313718032572815,0.019741385056884286
2023,68,male,0.054526206158903634,0.022749462076644834
2023,69,female,0.04212246681517904,0.01715453767201943
2023,69,male,0.05112626307503775,0.021699756968640856
2023,70,female,0.03914674608474696,0.015188380189529282
2023,70,male,0.04792757437013336,0.020477943739580076
2023,71,female,0.03667103143890204,0.016961087340101107
2023,71,male,0.04360751923180284,0.017817406291955502
2023,72,female,0.034346289042523834,0.015688059160261544
2023,72,male,0.039660640371799706,0.01647407855221092
2023,73,female,0.032164001927299256,0.014761595631747261
2023,73,male,0.036057522016958686,0.015069993557124437
2023,74,female,0.03011604815385445,0.01418169675455827
2023,74,male,0.03277057225853585,0.013605151306696052
2023,75,female,0.02819469345972048,0.013800115436414954
